Name,Description,Stars,Language,Repo URL,Difficulty
CAAFE,"Semi-automatic feature engineering process using Language Models and your dataset descriptions. Based on the paper ""LLMs for Semi-Automated Data Science: Introducing CAAFE for Context-Aware Automated Feature Engineering"" by Hollmann, Müller, and Hutter (2023).",146,Python,https://github.com/noahho/CAAFE,Beginner
data_science,Notebooks de análises e projetos de Data Science em Python,145,Jupyter Notebook,https://github.com/carlosfab/data_science,Beginner
dataplay3,A small all in one data science tool,145,JavaScript,https://github.com/gangtao/dataplay3,Beginner
ethz_cs_summaries,Summaries / Cheat Sheets created at ETH Zurich BsC Computer Science & MsC Data Science,145,,https://github.com/OpenCoreCH/ethz_cs_summaries,Beginner
TidyTuesday,"Data visualizations produced for  #TidyTuesdayChallenge, a challenge hosted by R for Data Science.",144,R,https://github.com/tashapiro/TidyTuesday,Beginner
repo2docker-action,A GitHub action to build data science environment images with repo2docker and push them to registries.,144,Shell,https://github.com/jupyterhub/repo2docker-action,Beginner
vagas,:microscope: Espaço para divulgação de vagas da area de data science,144,,https://github.com/datascience-br/vagas,Beginner
Parkinson-Disease-Prediction,"Introduction  Parkinson’s Disease is the second most prevalent neurodegenerative disorder after Alzheimer’s, affecting more than 10 million people worldwide. Parkinson’s is characterized primarily by the deterioration of motor and cognitive ability. There is no single test which can be administered for diagnosis. Instead, doctors must perform a careful clinical analysis of the patient’s medical history. Unfortunately, this method of diagnosis is highly inaccurate. A study from the National Institute of Neurological Disorders finds that early diagnosis (having symptoms for 5 years or less) is only 53% accurate. This is not much better than random guessing, but an early diagnosis is critical to effective treatment. Because of these difficulties, I investigate a machine learning approach to accurately diagnose Parkinson’s, using a dataset of various speech features (a non-invasive yet characteristic tool) from the University of Oxford. Why speech features? Speech is very predictive and characteristic of Parkinson’s disease; almost every Parkinson’s patient experiences severe vocal degradation (inability to produce sustained phonations, tremor, hoarseness), so it makes sense to use voice to diagnose the disease. Voice analysis gives the added benefit of being non-invasive, inexpensive, and very easy to extract clinically. Background  Parkinson's Disease  Parkinson’s is a progressive neurodegenerative condition resulting from the death of the dopamine containing cells of the substantia nigra (which plays an important role in movement). Symptoms include: “frozen” facial features, bradykinesia (slowness of movement), akinesia (impairment of voluntary movement), tremor, and voice impairment. Typically, by the time the disease is diagnosed, 60% of nigrostriatal neurons have degenerated, and 80% of striatal dopamine have been depleted. Performance Metrics  TP = true positive, FP = false positive, TN = true negative, FN = false negative Accuracy: (TP+TN)/(P+N) Matthews Correlation Coefficient: 1=perfect, 0=random, -1=completely inaccurate Algorithms Employed  Logistic Regression (LR): Uses the sigmoid logistic equation with weights (coefficient values) and biases (constants) to model the probability of a certain class for binary classification. An output of 1 represents one class, and an output of 0 represents the other. Training the model will learn the optimal weights and biases. Linear Discriminant Analysis (LDA): Assumes that the data is Gaussian and each feature has the same variance. LDA estimates the mean and variance for each class from the training data, and then uses properties of statistics (Bayes theorem , Gaussian distribution, etc) to compute the probability of a particular instance belonging to a given class. The class with the largest probability is the prediction. k Nearest Neighbors (KNN): Makes predictions about the validation set using the entire training set. KNN makes a prediction about a new instance by searching through the entire set to find the k “closest” instances. “Closeness” is determined using a proximity measurement (Euclidean) across all features. The class that the majority of the k closest instances belong to is the class that the model predicts the new instance to be. Decision Tree (DT): Represented by a binary tree, where each root node represents an input variable and a split point, and each leaf node contains an output used to make a prediction. Neural Network (NN): Models the way the human brain makes decisions. Each neuron takes in 1+ inputs, and then uses an activation function to process the input with weights and biases to produce an output. Neurons can be arranged into layers, and multiple layers can form a network to model complex decisions. Training the network involves using the training instances to optimize the weights and biases. Naive Bayes (NB): Simplifies the calculation of probabilities by assuming that all features are independent of one another (a strong but effective assumption). Employs Bayes Theorem to calculate the probabilities that the instance to be predicted is in each class, then finds the class with the highest probability. Gradient Boost (GB): Generally used when seeking a model with very high predictive performance. Used to reduce bias and variance (“error”) by combining multiple “weak learners” (not very good models) to create a “strong learner” (high performance model). Involves 3 elements: a loss function (error function) to be optimized, a weak learner (decision tree) to make predictions, and an additive model to add trees to minimize the loss function. Gradient descent is used to minimize error after adding each tree (one by one). Engineering Goal  Produce a machine learning model to diagnose Parkinson’s disease given various features of a patient’s speech with at least 90% accuracy and/or a Matthews Correlation Coefficient of at least 0.9. Compare various algorithms and parameters to determine the best model for predicting Parkinson’s.  Dataset Description  Source: the University of Oxford 195 instances (147 subjects with Parkinson’s, 48 without Parkinson’s) 22 features (elements that are possibly characteristic of Parkinson’s, such as frequency, pitch, amplitude / period of the sound wave) 1 label (1 for Parkinson’s, 0 for no Parkinson’s) Project Pipeline  pipeline  Summary of Procedure  Split the Oxford Parkinson’s Dataset into two parts: one for training, one for validation (evaluate how well the model performs) Train each of the following algorithms with the training set: Logistic Regression, Linear Discriminant Analysis, k Nearest Neighbors, Decision Tree, Neural Network, Naive Bayes, Gradient Boost Evaluate results using the validation set Repeat for the following training set to validation set splits: 80% training / 20% validation, 75% / 25%, and 70% / 30% Repeat for a rescaled version of the dataset (scale all the numbers in the dataset to a range from 0 to 1: this helps to reduce the effect of outliers) Conduct 5 trials and average the results Data  a_o  a_r  m_o  m_r  Data Analysis  In general, the models tended to perform the best (both in terms of accuracy and Matthews Correlation Coefficient) on the rescaled dataset with a 75-25 train-test split. The two highest performing algorithms, k Nearest Neighbors and the Neural Network, both achieved an accuracy of 98%. The NN achieved a MCC of 0.96, while KNN achieved a MCC of 0.94. These figures outperform most existing literature and significantly outperform current methods of diagnosis. Conclusion and Significance  These robust results suggest that a machine learning approach can indeed be implemented to significantly improve diagnosis methods of Parkinson’s disease. Given the necessity of early diagnosis for effective treatment, my machine learning models provide a very promising alternative to the current, rather ineffective method of diagnosis. Current methods of early diagnosis are only 53% accurate, while my machine learning model produces 98% accuracy. This 45% increase is critical because an accurate, early diagnosis is needed to effectively treat the disease. Typically, by the time the disease is diagnosed, 60% of nigrostriatal neurons have degenerated, and 80% of striatal dopamine have been depleted. With an earlier diagnosis, much of this degradation could have been slowed or treated. My results are very significant because Parkinson’s affects over 10 million people worldwide who could benefit greatly from an early, accurate diagnosis. Not only is my machine learning approach more accurate in terms of diagnostic accuracy, it is also more scalable, less expensive, and therefore more accessible to people who might not have access to established medical facilities and professionals. The diagnosis is also much simpler, requiring only a 10-15 second voice recording and producing an immediate diagnosis. Future Research  Given more time and resources, I would investigate the following: Create a mobile application which would allow the user to record his/her voice, extract the necessary vocal features, and feed it into my machine learning model to diagnose Parkinson’s. Use larger datasets in conjunction with the University of Oxford dataset. Tune and improve my models even further to achieve even better results. Investigate different structures and types of neural networks. Construct a novel algorithm specifically suited for the prediction of Parkinson’s. Generalize my findings and algorithms for all types of dementia disorders, such as Alzheimer’s. References  Bind, Shubham. ""A Survey of Machine Learning Based Approaches for Parkinson Disease Prediction."" International Journal of Computer Science and Information Technologies 6 (2015): n. pag. International Journal of Computer Science and Information Technologies. 2015. Web. 8 Mar. 2017. Brooks, Megan. ""Diagnosing Parkinson's Disease Still Challenging."" Medscape Medical News. National Institute of Neurological Disorders, 31 July 2014. Web. 20 Mar. 2017. Exploiting Nonlinear Recurrence and Fractal Scaling Properties for Voice Disorder Detection', Little MA, McSharry PE, Roberts SJ, Costello DAE, Moroz IM. BioMedical Engineering OnLine 2007, 6:23 (26 June 2007) Hashmi, Sumaiya F. ""A Machine Learning Approach to Diagnosis of Parkinson’s Disease.""Claremont Colleges Scholarship. Claremont College, 2013. Web. 10 Mar. 2017. Karplus, Abraham. ""Machine Learning Algorithms for Cancer Diagnosis."" Machine Learning Algorithms for Cancer Diagnosis (n.d.): n. pag. Mar. 2012. Web. 20 Mar. 2017. Little, Max. ""Parkinsons Data Set."" UCI Machine Learning Repository. University of Oxford, 26 June 2008. Web. 20 Feb. 2017. Ozcift, Akin, and Arif Gulten. ""Classifier Ensemble Construction with Rotation Forest to Improve Medical Diagnosis Performance of Machine Learning Algorithms."" Computer Methods and Programs in Biomedicine 104.3 (2011): 443-51. Semantic Scholar. 2011. Web. 15 Mar. 2017. ""Parkinson’s Disease Dementia."" UCI MIND. N.p., 19 Oct. 2015. Web. 17 Feb. 2017. Salvatore, C., A. Cerasa, I. Castiglioni, F. Gallivanone, A. Augimeri, M. Lopez, G. Arabia, M. Morelli, M.c. Gilardi, and A. Quattrone. ""Machine Learning on Brain MRI Data for Differential Diagnosis of Parkinson's Disease and Progressive Supranuclear Palsy.""Journal of Neuroscience Methods 222 (2014): 230-37. 2014. Web. 18 Mar. 2017. Shahbakhi, Mohammad, Danial Taheri Far, and Ehsan Tahami. ""Speech Analysis for Diagnosis of Parkinson’s Disease Using Genetic Algorithm and Support Vector Machine.""Journal of Biomedical Science and Engineering 07.04 (2014): 147-56. Scientific Research. July 2014. Web. 2 Mar. 2017. ""Speech and Communication."" Speech and Communication. Parkinson's Disease Foundation, n.d. Web. 22 Mar. 2017. Sriram, Tarigoppula V. S., M. Venkateswara Rao, G. V. Satya Narayana, and D. S. V. G. K. Kaladhar. ""Diagnosis of Parkinson Disease Using Machine Learning and Data Mining Systems from Voice Dataset."" SpringerLink. Springer, Cham, 01 Jan. 1970. Web. 17 Mar. 2017.",143,Python,https://github.com/Aastha2104/Parkinson-Disease-Prediction,Beginner
univariate-linear-regression,The data science project used in my Datacamp course Unit Testing for Data Science in Python,142,Jupyter Notebook,https://github.com/gutfeeling/univariate-linear-regression,Beginner
reproducible-data-science,Tutorials on creating a reproducible and maintainable data science project,141,Jupyter Notebook,https://github.com/khuyentran1401/reproducible-data-science,Beginner
coursera_How-to-Win-a-Data-Science-Competition-Learn-from-Top-Kagglers,"Labs and Project from the course ""How to Win a Data Science Competition: Learn from Top Kagglers""",141,Jupyter Notebook,https://github.com/Brandon-HY-Lin/coursera_How-to-Win-a-Data-Science-Competition-Learn-from-Top-Kagglers,Beginner
Overview,"Overview and map of the organization, for the UCSD course COGS108: Data Science in Practice. ",141,,https://github.com/COGS108/Overview,Beginner
LeAgent,A Chatbot of Data Science Expert- Chat with Document(s) using ChatGPT API and Text Embedding,141,Python,https://github.com/Appointat/LeAgent,Beginner
pyprojroot,"Finding project directories in Python (data science) projects, just like in R rprojroot and here packages",141,Python,https://github.com/chendaniely/pyprojroot,Beginner
pydap,"A Python library implementing the Data Access Protocol (DAP, aka OPeNDAP).",140,Python,https://github.com/pydap/pydap,Beginner
Hands-On-Data-Science-and-Python-Machine-Learning,"Hands-On Data Science and Python Machine Learning, published by Packt",140,Roff,https://github.com/PacktPublishing/Hands-On-Data-Science-and-Python-Machine-Learning,Beginner
teaching,Data Science Resources,140,Jupyter Notebook,https://github.com/tamojit-maiti/teaching,Beginner
dh-core,Functional data science,140,Haskell,https://github.com/DataHaskell/dh-core,Beginner
govcookiecutter,A cookiecutter template for data science projects within His Majesty's Government and wider public sector.,140,Python,https://github.com/best-practice-and-impact/govcookiecutter,Beginner
DataScience,,139,Python,https://github.com/lipengyuer/DataScience,Beginner
data-science-on-aws,,139,Jupyter Notebook,https://github.com/aws-samples/data-science-on-aws,Beginner
GML,Auto Data Science - Python Library.,139,HTML,https://github.com/Muhammad4hmed/GML,Beginner
lynxkite,The complete graph data science platform,139,Scala,https://github.com/lynxkite/lynxkite,Beginner
Etherscan-ML,Python Data Science and Machine Learning Library for the Ethereum and ERC-20 Blockchain ,139,Python,https://github.com/elyselam/Etherscan-ML,Beginner
DataScienceCheatsheet,,138,,https://github.com/nicknochnack/DataScienceCheatsheet,Beginner
DAT210x,Programming with Python for Data Science Microsoft,138,Jupyter Notebook,https://github.com/authman/DAT210x,Beginner
ds_project_template,Data Science Project Template,138,,https://github.com/makcedward/ds_project_template,Beginner
gds_env,A containerised platform for Geographic Data Science,138,Jupyter Notebook,https://github.com/darribas/gds_env,Beginner
global_tectonics,Tectonic maps for data analysis applications in solid Earth science,138,QML,https://github.com/dhasterok/global_tectonics,Beginner
Data-Analysis-Portfolio,"This is a repository that I have created to showcase skills, share projects and track my progress in Data Analytics / Data Science related topics.",137,,https://github.com/tiannaparris/Data-Analysis-Portfolio,Beginner
mathematics-statistics-for-data-science,"Mathematical & Statistical topics to perform statistical analysis and tests; Linear Regression, Probability Theory, Monte Carlo Simulation, Statistical Sampling, Bootstrapping, Dimensionality reduction techniques (PCA, FA, CCA), Imputation techniques, Statistical Tests (Kolmogorov Smirnov), Robust Estimators (FastMCD) and more in Python and R.",136,R,https://github.com/TatevKaren/mathematics-statistics-for-data-science,Beginner
NASA-Earth-Data,A comprehensive list of NASA Earth science data products ,136,Jupyter Notebook,https://github.com/opengeos/NASA-Earth-Data,Beginner
RSuite,The most complete R development and data science platform.,136,R,https://github.com/WLOGSolutions/RSuite,Beginner
python-bigdata,Data science and Big Data with Python,135,Jupyter Notebook,https://github.com/phelps-sg/python-bigdata,Beginner
teach-data-science-UCLA-master-appl-stats,Materials for STATS 418 - Tools in Data Science course taught in the Master of Applied Statistics at UCLA,135,HTML,https://github.com/szilard/teach-data-science-UCLA-master-appl-stats,Beginner
cloud-data-analysis-at-scale,"[Course-2020-2023] taught at Duke MIDS.  This is also a Coursera Course that covers MLOps, ML Engineering and the foundations of Cloud Computing for Data Science.",136,Jupyter Notebook,https://github.com/noahgift/cloud-data-analysis-at-scale,Beginner
penguin,A suite of libraries for data science & high performance computation in Swift,135,Swift,https://github.com/saeta/penguin,Beginner
Data_Science_Industrial_Practice,《数据科学工程实践》一书的Jupyter Notebook库，以及交流园地。,134,Jupyter Notebook,https://github.com/xieliaing/Data_Science_Industrial_Practice,Beginner
HITSZ-OpenDS,"哈尔滨工业大学（深圳）数据科学与大数据技术专业课程攻略 | Guidance for courses in Department of Data Science and Big Data Technology, Harbin Institute of Technology (Shenzhen)",134,HTML,https://github.com/Mor-Li/HITSZ-OpenDS,Beginner
Statistics-for-Data-Science,"Learning Statistics is one of the most Important step to get into the World of Data Science and Machine Learning. Statistics helps us to know data in a much better way and explains the behavior of the data based upon certain factors. It has many Elements which help us to understand the data better that includes Probability, Distributions, Descriptive Analysis, Inferential Analysis, Comparative Analysis, Chi-Square Test, T Test, Z test, AB Testing etc.",133,Jupyter Notebook,https://github.com/sharmaroshan/Statistics-for-Data-Science,Beginner
climate-data-science,Climate Data Science and Earth Observation with Python.,133,Jupyter Notebook,https://github.com/willyhagi/climate-data-science,Beginner
data-science-tutorials,Python Tutorials for Data Science,133,Jupyter Notebook,https://github.com/berkayalan/data-science-tutorials,Beginner
kaggle-dsbowl-2018-dataset-fixes,Kaggle Data Science Bowl 2018 dataset fixes,133,Python,https://github.com/lopuhin/kaggle-dsbowl-2018-dataset-fixes,Beginner
MaterialsInformatics,MSE5540/6640 Materials Informatics course at the University of Utah. Learn how data science tools are revolutionizing materials science!,133,Jupyter Notebook,https://github.com/sp8rks/MaterialsInformatics,Beginner
nlp_workshop_odsc_europe20,"Extensive tutorials for the Advanced NLP Workshop in Open Data Science Conference Europe 2020. We will leverage machine learning, deep learning and deep transfer learning to learn and solve popular tasks using NLP including NER, Classification, Recommendation \ Information Retrieval, Summarization, Classification, Language Translation, Q&A and Topic Models.",133,Jupyter Notebook,https://github.com/dipanjanS/nlp_workshop_odsc_europe20,Beginner
data_science_starter,This is some starter / reference code for those interested in starting data science,132,Python,https://github.com/PlayingNumbers/data_science_starter,Beginner
Security-Data-Analysis,A series of labs that will help users apply various data science techniques to security related data.,132,,https://github.com/sooshie/Security-Data-Analysis,Beginner
scala-course,Scala for Statistical Computing and Data Science Short Course,132,Scala,https://github.com/darrenjw/scala-course,Beginner
PDSwR2,"Code, Data, and Examples for Practical Data Science with R 2nd edition  (Nina Zumel and John Mount) https://github.com/WinVector/PDSwR2",132,HTML,https://github.com/WinVector/PDSwR2,Beginner
Data_Driven_Science_Python_Demos,"IPython notebooks with demo code intended as a companion to the book ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control"" by J. Nathan Kutz and Steven L. Brunton",131,Jupyter Notebook,https://github.com/dylewsky/Data_Driven_Science_Python_Demos,Beginner
awesome-browser-data-science-libraries,A curated list of awesome data science libraries that can run in a browser,131,,https://github.com/iodide-project/awesome-browser-data-science-libraries,Beginner
cf-python,A CF-compliant Earth Science data analysis library,131,Python,https://github.com/NCAS-CMS/cf-python,Beginner
ohayo,"A free, fast, public domain data science studio",131,JavaScript,https://github.com/breck7/ohayo,Beginner
data_science,"daily curated links in DS, DL, NLP, ML",130,Jupyter Notebook,https://github.com/lampts/data_science,Beginner
pycon-ds-2018,Introduction to Python for Data Science for PyCon 2018,130,Jupyter Notebook,https://github.com/jseabold/pycon-ds-2018,Beginner
cracking-the-data-science-interview-in-7-days,,130,Python,https://github.com/piyushpathak03/cracking-the-data-science-interview-in-7-days,Beginner
griffon-vm,Griffon Data Science Virtual Machine,130,,https://github.com/gtkcyber/griffon-vm,Beginner
python4DS,Python for Data Science. This repository hosts the code behind the online book that teaches you how to use Python for data science.,130,Jupyter Notebook,https://github.com/aeturrell/python4DS,Beginner
Ubuntu-Setup-Scripts,"Scripts to help you set up your Ubuntu quickly, especially if you're in any subfield of Data Science or AI!",130,Shell,https://github.com/rsnk96/Ubuntu-Setup-Scripts,Beginner
scala-for-data-science,Scala: The Unpredicted Lingua Franca for Data Science,129,,https://github.com/kensuio-oss/scala-for-data-science,Beginner
introdatasci,Course materials for: Introduction to Data Science and Programming,129,Jupyter Notebook,https://github.com/mszell/introdatasci,Beginner
BioImageAnalysisNotebooks,"Python Jupyter notebooks for BioImageAnalysis, GPU-accelerated image processing, bio-image data science and more",129,Cool,https://github.com/haesleinhuepf/BioImageAnalysisNotebooks,Beginner
Introduction-to-Docker,(WIP) Getting started with Docker - An introduction to Docker with data science and engineering applications,129,,https://github.com/RamiKrispin/Introduction-to-Docker,Beginner
Marketing-Data-Science-Application,,128,HTML,https://github.com/HowardNTUST/Marketing-Data-Science-Application,Beginner
Python,IBM Data Science Professional Certificate on Coursera ,128,Jupyter Notebook,https://github.com/Shekhar-rv/Python,Beginner
a_lazy_data_science_guide,A guide book on data science for busy and equally lazy Data Scientists 😄,128,,https://github.com/imohitmayank/a_lazy_data_science_guide,Beginner
catalog_of_requirements_for_ai_products,The purpose of the catalog is to help data science teams to collect all the requirements to consider while building a ML model and productionizing it.,128,,https://github.com/ttzt/catalog_of_requirements_for_ai_products,Beginner
Econ-Data-Science,Articles/ Journals and Videos related to Economics:chart_with_upwards_trend: and Data Science :bar_chart:,127,HTML,https://github.com/vkoul/Econ-Data-Science,Beginner
eth-data-science-course,Learning Data Science on the Ethereum Blockchain with @omnianalytics,126,HTML,https://github.com/Omni-Analytics-Group/eth-data-science-course,Beginner
Awesome-Data-Science,Carefully curated list of awesome data science resources.,126,,https://github.com/natnew/Awesome-Data-Science,Beginner
data-science-introduction-with-r,R 语言数据科学导论 | Data Science Introduction with R,126,CSS,https://github.com/leovan/data-science-introduction-with-r,Beginner
nightingale,Data visualisation web components for the life sciences.,126,TypeScript,https://github.com/ebi-webcomponents/nightingale,Beginner
awesome-safegraph-datascience,A community-supported list of awesome data science resources relevant to SafeGraph data,126,,https://github.com/SafeGraphInc/awesome-safegraph-datascience,Beginner
kaggle-code,A repository for some of the code I used in kaggle data science & machine learning tasks.,126,Python,https://github.com/CNuge/kaggle-code,Beginner
awesome-AI-kubernetes,":snowflake: :whale:  Awesome tools and libs for AI, Deep Learning, Machine Learning, Computer Vision, Data Science, Data Analytics and Cognitive Computing that are baked in the oven to be Native on Kubernetes and Docker with Python, R, Scala, Java, C#, Go, Julia, C++ etc",126,,https://github.com/CognonicLabs/awesome-AI-kubernetes,Beginner
tidyverse-data-science,Curso de tidyverse para Data Science,125,HTML,https://github.com/joanby/tidyverse-data-science,Beginner
data-science-competency-matrix,,125,,https://github.com/angelabassa/data-science-competency-matrix,Beginner
MIT_18.S097_Introduction-to-Julia-for-Data-Science,MIT_18.S097,125,Jupyter Notebook,https://github.com/pszufe/MIT_18.S097_Introduction-to-Julia-for-Data-Science,Beginner
jupyter-guide,Guide for Reproducible Research and Data Science in Jupyter Notebooks,125,Jupyter Notebook,https://github.com/jupyter-guide/jupyter-guide,Beginner
bit-of-data-science-and-scikit-learn,Youtube tutorial associated content,124,Jupyter Notebook,https://github.com/knathanieltucker/bit-of-data-science-and-scikit-learn,Beginner
Data-science-ML-and-DL-Resources,"Collection of free Notes,Courses,Videos,Projects,Articles and Repos Links To learn Machine learning ,Deep learning,Python,SQL,CNN,NLP,GAN,GNN,Transfomers,Flask,Django,and End to End Machine learning Projects",124,Jupyter Notebook,https://github.com/chethanhn29/Data-science-ML-and-DL-Resources,Beginner
allainews_sources,A list of online news & info sources in the AI/ML/Data Science space,124,,https://github.com/foorilla/allainews_sources,Beginner
data-science-prep,Problems from https://datascienceprep.com/,123,Jupyter Notebook,https://github.com/adijo/data-science-prep,Beginner
Data-Science-for-Marketing-Analytics-Second-Edition,,123,Jupyter Notebook,https://github.com/PacktPublishing/Data-Science-for-Marketing-Analytics-Second-Edition,Beginner
tht,"Threat Hunting Toolkit is a Swiss Army knife for threat hunting, log processing, and security-focused data science",123,Shell,https://github.com/ethack/tht,Beginner
PowerBI-DataScience,Repositório do Curso Microsoft Power BI Para Data Science,122,,https://github.com/mqvida/PowerBI-DataScience,Beginner
Practical-Data-Science-with-Python,"Practical Data Science with Python, published by Packt",122,Jupyter Notebook,https://github.com/PacktPublishing/Practical-Data-Science-with-Python,Beginner
MalwareDataScience,Malware Data Science Reading Diary / Notes,122,Jupyter Notebook,https://github.com/hija/MalwareDataScience,Beginner
iris-agent,A extensible conversational agent for data science tasks,122,TeX,https://github.com/Ejhfast/iris-agent,Beginner
LLMs-Interview-Prep-Guide,"Welcome to the LLMs Interview Prep Guide! This GitHub repository offers a curated set of interview questions and answers tailored for Data Scientists. Enhance your understanding of Large Language Models, prepare for technical interviews, and excel in the evolving landscape of data science with a focus on LLM applications.",122,,https://github.com/Praveen76/LLMs-Interview-Prep-Guide,Beginner
Fudan-Courses,"Notes for Courses in School of Data Science, Fudan University. 复旦大学数据科学与大数据技术专业（复旦大数据）学习笔记。",121,Jupyter Notebook,https://github.com/ForeverHaibara/Fudan-Courses,Beginner
curso_data_science,"Código para el curso ""Aprende Data Science y Machine Learning con Python""",121,Jupyter Notebook,https://github.com/manugarri/curso_data_science,Beginner
interview-question-data-science--master,THANKS KRISH NAIK,121,,https://github.com/kirankrish109/interview-question-data-science--master,Beginner
DataScience_Resources,Resources for Data Science,121,,https://github.com/riti2409/DataScience_Resources,Beginner
eBooks-PDFs-necessary-for-data-analysis-by-Python-R-,Repository for all eBooks/PDFs for data science in Python/R ,121,,https://github.com/Abhiroyq1/eBooks-PDFs-necessary-for-data-analysis-by-Python-R-,Beginner
data-science-IBM,repository for IBM Data Science Professional Certificate @ Coursera,120,Jupyter Notebook,https://github.com/ZihengZZH/data-science-IBM,Beginner
c9-dev-intro-data-science,Sample code for Channel 9 Python for Beginners course,120,Jupyter Notebook,https://github.com/microsoft/c9-dev-intro-data-science,Beginner
edamontology,"EDAM is a domain ontology of data analysis and data management in bio- and other sciences, and science-based applications. It comprises concepts related to analysis, modelling, optimisation, and data life cycle. Targetting usability by diverse users, EDAM's structure is relatively simple, divided into 4 sections: Topic, Operation, Data, and Format.",120,Shell,https://github.com/edamontology/edamontology,Beginner
fireant,Data analysis and reporting tool for quick access to custom charts and tables in Jupyter Notebooks and in the shell.,120,Python,https://github.com/kayak/fireant,Beginner
Preguntas-Frecuentes-Data-Science-Machine-Learning,Todas tus dudas generales sobre data science y machine learning están respondidas acá. ,119,,https://github.com/XavierCarrera/Preguntas-Frecuentes-Data-Science-Machine-Learning,Beginner
ds_bowl_2018,Kaggle Data Science Bowl 2018,119,Jupyter Notebook,https://github.com/snakers4/ds_bowl_2018,Beginner
scipp,Multi-dimensional data arrays with labeled dimensions,119,C++,https://github.com/scipp/scipp,Beginner
wq.app,"💻📱 wq's app library: a JavaScript framework powering offline-first web & native apps for geospatial data collection, mobile surveys, and citizen science.  Powered by Redux, React, Material UI and Maplibre GL.",120,JavaScript,https://github.com/wq/wq.app,Beginner
data-science-popular-algorithms,"Data Science algorithms and topics that you must know. (Newly Designed) Recommender Systems, Decision Trees, K-Means, LDA, RFM-Segmentation, XGBoost in Python, R, and Scala.",118,Jupyter Notebook,https://github.com/TatevKaren/data-science-popular-algorithms,Beginner
DataScienceTutorials.jl,"A set of tutorials to show how to use Julia for data science (DataFrames, MLJ, ...)",118,ReScript,https://github.com/JuliaAI/DataScienceTutorials.jl,Beginner
Machine-Learning-Projects,Machine Learning - End to End Data Science Projects,118,Jupyter Notebook,https://github.com/ASHOKKUMAR-K/Machine-Learning-Projects,Beginner
data-science-with-python,Belajar Data Science Secara Praktis Menggunakan Python,117,Jupyter Notebook,https://github.com/rubiagatra/data-science-with-python,Beginner
data_science_for_whitehat,yarning about data science for white hat security researchers,117,TeX,https://github.com/phunterlau/data_science_for_whitehat,Beginner
d6t-python,Accelerate data science,117,HTML,https://github.com/d6t/d6t-python,Beginner
data-another-day,"A master repository of all Data Science projects, concepts, tools and resources that I learn and write about on my blog.",117,,https://github.com/yashprakash13/data-another-day,Beginner
DSOnMacARM,My notes on how I created my Data Science environment on macOS ARM,117,,https://github.com/mwidjaja1/DSOnMacARM,Beginner
data-science-r,"R code and documentation for ""Introduction to Data Science"" by Jeffrey Stanton",116,R,https://github.com/jmstanto/data-science-r,Beginner
data-science-notes,"Open-source project hosted at https://makeuseofdata.com to crowdsource a robust collection of notes related to data science (math, visualization, modeling, etc)",116,JavaScript,https://github.com/wyattowalsh/data-science-notes,Beginner
Data-Science-Projects-with-Python-Second-Ed,,116,Jupyter Notebook,https://github.com/PacktPublishing/Data-Science-Projects-with-Python-Second-Ed,Beginner
Data-Science-Resources,"Free self-taught educational resources for Data Science! I'm currently learning Data Science. I build this repository for helping myself. But if it helps you anyhow, feel free to star it!",116,,https://github.com/ieshreya/Data-Science-Resources,Beginner
Data-Science,Toda semana um novo material estará disponível para guiar no estudo de ciência de dados =) ,116,Jupyter Notebook,https://github.com/paulinhacnn/Data-Science,Beginner
data_science_in_julia_for_hackers,Data Science in Julia With Hackers,116,Julia,https://github.com/unbalancedparentheses/data_science_in_julia_for_hackers,Beginner
diagnose-heart,Solution to win the second Annual Data science bowl,116,Python,https://github.com/woshialex/diagnose-heart,Beginner
Spider2-V,[NeurIPS 2024] Spider2-V: How Far Are Multimodal Agents From Automating Data Science and Engineering Workflows?,116,Jupyter Notebook,https://github.com/xlang-ai/Spider2-V,Beginner
wq.db,"☁🌐 wq's db library, extending Django REST framework to support apps for geospatial field data collection, citizen science, and crowdsourcing. ",116,Python,https://github.com/wq/wq.db,Beginner
python,Jupyter notebooks and datasets for the interesting pandas/python/data science video series.,115,Jupyter Notebook,https://github.com/softhints/python,Beginner
telemetry,"Open-source datasets for anyone interested in working with network anomaly based machine learning, data science and research",115,,https://github.com/cisco-ie/telemetry,Beginner
MachineLearning,Machine learning for beginner(Data Science enthusiast),114,Jupyter Notebook,https://github.com/yug95/MachineLearning,Beginner
math-for-machine-learning,Statistics and math for machine learning and data science,114,Jupyter Notebook,https://github.com/codebasics/math-for-machine-learning,Beginner
Computer-Science-with-iOS,"A collection of computer science knowledge, data structures, algorithms, in iOS - Swift.",114,Swift,https://github.com/RinniSwift/Computer-Science-with-iOS,Beginner
Applied-Social-Network-Analysis-in-Python,Course - 5; Specialization: Applied Data Science with Python; University Of Michigan,114,Jupyter Notebook,https://github.com/rahulpatraiitkgp/Applied-Social-Network-Analysis-in-Python,Beginner
Data-and-ML-Projects-,"This repository contains projects covering Data Analytics, Data Science, Data Engineering, Machine Learning",114,,https://github.com/Coder-World04/Data-and-ML-Projects-,Beginner
Data-Science-Interview-Questions-30-days-interview-preparation-,,113,,https://github.com/sunnysavita10/Data-Science-Interview-Questions-30-days-interview-preparation-,Beginner
